DateKey,Date,Day,WeekNr,Month,MonthShort,MonthNo,Quarter,Year
20130327,2013-03-27,Wednesday,13,March,Mar,3,1,2013
20130328,2013-03-28,Thursday,13,March,Mar,3,1,2013
20130329,2013-03-29,Friday,13,March,Mar,3,1,2013
20130330,2013-03-30,Saturday,13,March,Mar,3,1,2013
20130331,2013-03-31,Sunday,14,March,Mar,3,1,2013
20130401,2013-04-01,Monday,14,April,Apr,4,2,2013
20130402,2013-04-02,Tuesday,14,April,Apr,4,2,2013
20130403,2013-04-03,Wednesday,14,April,Apr,4,2,2013
20130404,2013-04-04,Thursday,14,April,Apr,4,2,2013
20130405,2013-04-05,Friday,14,April,Apr,4,2,2013
20130406,2013-04-06,Saturday,14,April,Apr,4,2,2013
20130407,2013-04-07,Sunday,15,April,Apr,4,2,2013
20130408,2013-04-08,Monday,15,April,Apr,4,2,2013
20130409,2013-04-09,Tuesday,15,April,Apr,4,2,2013
20130410,2013-04-10,Wednesday,15,April,Apr,4,2,2013
20130411,2013-04-11,Thursday,15,April,Apr,4,2,2013
20130412,2013-04-12,Friday,15,April,Apr,4,2,2013
20130413,2013-04-13,Saturday,15,April,Apr,4,2,2013
20130414,2013-04-14,Sunday,16,April,Apr,4,2,2013
20130415,2013-04-15,Monday,16,April,Apr,4,2,2013
20130416,2013-04-16,Tuesday,16,April,Apr,4,2,2013
20130417,2013-04-17,Wednesday,16,April,Apr,4,2,2013
20130418,2013-04-18,Thursday,16,April,Apr,4,2,2013
20130419,2013-04-19,Friday,16,April,Apr,4,2,2013
20130420,2013-04-20,Saturday,16,April,Apr,4,2,2013
20130421,2013-04-21,Sunday,17,April,Apr,4,2,2013
20130422,2013-04-22,Monday,17,April,Apr,4,2,2013
20130423,2013-04-23,Tuesday,17,April,Apr,4,2,2013
20130424,2013-04-24,Wednesday,17,April,Apr,4,2,2013
20130425,2013-04-25,Thursday,17,April,Apr,4,2,2013
20130426,2013-04-26,Friday,17,April,Apr,4,2,2013
20130427,2013-04-27,Saturday,17,April,Apr,4,2,2013
20130428,2013-04-28,Sunday,18,April,Apr,4,2,2013
20130429,2013-04-29,Monday,18,April,Apr,4,2,2013
20130430,2013-04-30,Tuesday,18,April,Apr,4,2,2013
20130501,2013-05-01,Wednesday,18,May,May,5,2,2013
20130502,2013-05-02,Thursday,18,May,May,5,2,2013
20130503,2013-05-03,Friday,18,May,May,5,2,2013
20130504,2013-05-04,Saturday,18,May,May,5,2,2013
20130505,2013-05-05,Sunday,19,May,May,5,2,2013
20130506,2013-05-06,Monday,19,May,May,5,2,2013
20130507,2013-05-07,Tuesday,19,May,May,5,2,2013
20130508,2013-05-08,Wednesday,19,May,May,5,2,2013
20130509,2013-05-09,Thursday,19,May,May,5,2,2013
20130510,2013-05-10,Friday,19,May,May,5,2,2013
20130511,2013-05-11,Saturday,19,May,May,5,2,2013
20130512,2013-05-12,Sunday,20,May,May,5,2,2013
20130513,2013-05-13,Monday,20,May,May,5,2,2013
20130514,2013-05-14,Tuesday,20,May,May,5,2,2013
20130515,2013-05-15,Wednesday,20,May,May,5,2,2013
20130516,2013-05-16,Thursday,20,May,May,5,2,2013
20130517,2013-05-17,Friday,20,May,May,5,2,2013
20130518,2013-05-18,Saturday,20,May,May,5,2,2013
20130519,2013-05-19,Sunday,21,May,May,5,2,2013
20130520,2013-05-20,Monday,21,May,May,5,2,2013
20130521,2013-05-21,Tuesday,21,May,May,5,2,2013
20130522,2013-05-22,Wednesday,21,May,May,5,2,2013
20130523,2013-05-23,Thursday,21,May,May,5,2,2013
20130524,2013-05-24,Friday,21,May,May,5,2,2013
20130525,2013-05-25,Saturday,21,May,May,5,2,2013
20130526,2013-05-26,Sunday,22,May,May,5,2,2013
20130527,2013-05-27,Monday,22,May,May,5,2,2013
20130528,2013-05-28,Tuesday,22,May,May,5,2,2013
20130529,2013-05-29,Wednesday,22,May,May,5,2,2013
20130530,2013-05-30,Thursday,22,May,May,5,2,2013
20130531,2013-05-31,Friday,22,May,May,5,2,2013
20130601,2013-06-01,Saturday,22,June,Jun,6,2,2013
20130602,2013-06-02,Sunday,23,June,Jun,6,2,2013
20130603,2013-06-03,Monday,23,June,Jun,6,2,2013
20130604,2013-06-04,Tuesday,23,June,Jun,6,2,2013
20130605,2013-06-05,Wednesday,23,June,Jun,6,2,2013
20130606,2013-06-06,Thursday,23,June,Jun,6,2,2013
20130607,2013-06-07,Friday,23,June,Jun,6,2,2013
20130608,2013-06-08,Saturday,23,June,Jun,6,2,2013
20130609,2013-06-09,Sunday,24,June,Jun,6,2,2013
20130610,2013-06-10,Monday,24,June,Jun,6,2,2013
20130611,2013-06-11,Tuesday,24,June,Jun,6,2,2013
20130612,2013-06-12,Wednesday,24,June,Jun,6,2,2013
20130613,2013-06-13,Thursday,24,June,Jun,6,2,2013
20130614,2013-06-14,Friday,24,June,Jun,6,2,2013
20130615,2013-06-15,Saturday,24,June,Jun,6,2,2013
20130616,2013-06-16,Sunday,25,June,Jun,6,2,2013
20130617,2013-06-17,Monday,25,June,Jun,6,2,2013
20130618,2013-06-18,Tuesday,25,June,Jun,6,2,2013
20130619,2013-06-19,Wednesday,25,June,Jun,6,2,2013
20130620,2013-06-20,Thursday,25,June,Jun,6,2,2013
20130621,2013-06-21,Friday,25,June,Jun,6,2,2013
20130622,2013-06-22,Saturday,25,June,Jun,6,2,2013
20130623,2013-06-23,Sunday,26,June,Jun,6,2,2013
20130624,2013-06-24,Monday,26,June,Jun,6,2,2013
20130625,2013-06-25,Tuesday,26,June,Jun,6,2,2013
20130626,2013-06-26,Wednesday,26,June,Jun,6,2,2013
20130627,2013-06-27,Thursday,26,June,Jun,6,2,2013
20130628,2013-06-28,Friday,26,June,Jun,6,2,2013
20130629,2013-06-29,Saturday,26,June,Jun,6,2,2013
20130630,2013-06-30,Sunday,27,June,Jun,6,2,2013
20130701,2013-07-01,Monday,27,July,Jul,7,3,2013
20130702,2013-07-02,Tuesday,27,July,Jul,7,3,2013
20130703,2013-07-03,Wednesday,27,July,Jul,7,3,2013
20130704,2013-07-04,Thursday,27,July,Jul,7,3,2013
20130705,2013-07-05,Friday,27,July,Jul,7,3,2013
20130706,2013-07-06,Saturday,27,July,Jul,7,3,2013
20130707,2013-07-07,Sunday,28,July,Jul,7,3,2013
20130708,2013-07-08,Monday,28,July,Jul,7,3,2013
20130709,2013-07-09,Tuesday,28,July,Jul,7,3,2013
20130710,2013-07-10,Wednesday,28,July,Jul,7,3,2013
20130711,2013-07-11,Thursday,28,July,Jul,7,3,2013
20130712,2013-07-12,Friday,28,July,Jul,7,3,2013
20130713,2013-07-13,Saturday,28,July,Jul,7,3,2013
20130714,2013-07-14,Sunday,29,July,Jul,7,3,2013
20130715,2013-07-15,Monday,29,July,Jul,7,3,2013
20130716,2013-07-16,Tuesday,29,July,Jul,7,3,2013
20130717,2013-07-17,Wednesday,29,July,Jul,7,3,2013
20130718,2013-07-18,Thursday,29,July,Jul,7,3,2013
20130719,2013-07-19,Friday,29,July,Jul,7,3,2013
20130720,2013-07-20,Saturday,29,July,Jul,7,3,2013
20130721,2013-07-21,Sunday,30,July,Jul,7,3,2013
20130722,2013-07-22,Monday,30,July,Jul,7,3,2013
20130723,2013-07-23,Tuesday,30,July,Jul,7,3,2013
20130724,2013-07-24,Wednesday,30,July,Jul,7,3,2013
20130725,2013-07-25,Thursday,30,July,Jul,7,3,2013
20130726,2013-07-26,Friday,30,July,Jul,7,3,2013
20130727,2013-07-27,Saturday,30,July,Jul,7,3,2013
20130728,2013-07-28,Sunday,31,July,Jul,7,3,2013
20130729,2013-07-29,Monday,31,July,Jul,7,3,2013
20130730,2013-07-30,Tuesday,31,July,Jul,7,3,2013
20130731,2013-07-31,Wednesday,31,July,Jul,7,3,2013
20130801,2013-08-01,Thursday,31,August,Aug,8,3,2013
20130802,2013-08-02,Friday,31,August,Aug,8,3,2013
20130803,2013-08-03,Saturday,31,August,Aug,8,3,2013
20130804,2013-08-04,Sunday,32,August,Aug,8,3,2013
20130805,2013-08-05,Monday,32,August,Aug,8,3,2013
20130806,2013-08-06,Tuesday,32,August,Aug,8,3,2013
20130807,2013-08-07,Wednesday,32,August,Aug,8,3,2013
20130808,2013-08-08,Thursday,32,August,Aug,8,3,2013
20130809,2013-08-09,Friday,32,August,Aug,8,3,2013
20130810,2013-08-10,Saturday,32,August,Aug,8,3,2013
20130811,2013-08-11,Sunday,33,August,Aug,8,3,2013
20130812,2013-08-12,Monday,33,August,Aug,8,3,2013
20130813,2013-08-13,Tuesday,33,August,Aug,8,3,2013
20130814,2013-08-14,Wednesday,33,August,Aug,8,3,2013
20130815,2013-08-15,Thursday,33,August,Aug,8,3,2013
20130816,2013-08-16,Friday,33,August,Aug,8,3,2013
20130817,2013-08-17,Saturday,33,August,Aug,8,3,2013
20130818,2013-08-18,Sunday,34,August,Aug,8,3,2013
20130819,2013-08-19,Monday,34,August,Aug,8,3,2013
20130820,2013-08-20,Tuesday,34,August,Aug,8,3,2013
20130821,2013-08-21,Wednesday,34,August,Aug,8,3,2013
20130822,2013-08-22,Thursday,34,August,Aug,8,3,2013
20130823,2013-08-23,Friday,34,August,Aug,8,3,2013
20130824,2013-08-24,Saturday,34,August,Aug,8,3,2013
20130825,2013-08-25,Sunday,35,August,Aug,8,3,2013
20130826,2013-08-26,Monday,35,August,Aug,8,3,2013
20130827,2013-08-27,Tuesday,35,August,Aug,8,3,2013
20130828,2013-08-28,Wednesday,35,August,Aug,8,3,2013
20130829,2013-08-29,Thursday,35,August,Aug,8,3,2013
20130830,2013-08-30,Friday,35,August,Aug,8,3,2013
20130831,2013-08-31,Saturday,35,August,Aug,8,3,2013
20130901,2013-09-01,Sunday,36,September,Sep,9,3,2013
20130902,2013-09-02,Monday,36,September,Sep,9,3,2013
20130903,2013-09-03,Tuesday,36,September,Sep,9,3,2013
20130904,2013-09-04,Wednesday,36,September,Sep,9,3,2013
20130905,2013-09-05,Thursday,36,September,Sep,9,3,2013
20130906,2013-09-06,Friday,36,September,Sep,9,3,2013
20130907,2013-09-07,Saturday,36,September,Sep,9,3,2013
20130908,2013-09-08,Sunday,37,September,Sep,9,3,2013
20130909,2013-09-09,Monday,37,September,Sep,9,3,2013
20130910,2013-09-10,Tuesday,37,September,Sep,9,3,2013
20130911,2013-09-11,Wednesday,37,September,Sep,9,3,2013
20130912,2013-09-12,Thursday,37,September,Sep,9,3,2013
20130913,2013-09-13,Friday,37,September,Sep,9,3,2013
20130914,2013-09-14,Saturday,37,September,Sep,9,3,2013
20130915,2013-09-15,Sunday,38,September,Sep,9,3,2013
20130916,2013-09-16,Monday,38,September,Sep,9,3,2013
20130917,2013-09-17,Tuesday,38,September,Sep,9,3,2013
20130918,2013-09-18,Wednesday,38,September,Sep,9,3,2013
20130919,2013-09-19,Thursday,38,September,Sep,9,3,2013
20130920,2013-09-20,Friday,38,September,Sep,9,3,2013
20130921,2013-09-21,Saturday,38,September,Sep,9,3,2013
20130922,2013-09-22,Sunday,39,September,Sep,9,3,2013
20130923,2013-09-23,Monday,39,September,Sep,9,3,2013
20130924,2013-09-24,Tuesday,39,September,Sep,9,3,2013
20130925,2013-09-25,Wednesday,39,September,Sep,9,3,2013
20130926,2013-09-26,Thursday,39,September,Sep,9,3,2013
20130927,2013-09-27,Friday,39,September,Sep,9,3,2013
20130928,2013-09-28,Saturday,39,September,Sep,9,3,2013
20130929,2013-09-29,Sunday,40,September,Sep,9,3,2013
20130930,2013-09-30,Monday,40,September,Sep,9,3,2013
20131001,2013-10-01,Tuesday,40,October,Oct,10,4,2013
20131002,2013-10-02,Wednesday,40,October,Oct,10,4,2013
20131003,2013-10-03,Thursday,40,October,Oct,10,4,2013
20131004,2013-10-04,Friday,40,October,Oct,10,4,2013
20131005,2013-10-05,Saturday,40,October,Oct,10,4,2013
20131006,2013-10-06,Sunday,41,October,Oct,10,4,2013
20131007,2013-10-07,Monday,41,October,Oct,10,4,2013
20131008,2013-10-08,Tuesday,41,October,Oct,10,4,2013
20131009,2013-10-09,Wednesday,41,October,Oct,10,4,2013
20131010,2013-10-10,Thursday,41,October,Oct,10,4,2013
20131011,2013-10-11,Friday,41,October,Oct,10,4,2013
20131012,2013-10-12,Saturday,41,October,Oct,10,4,2013
20131013,2013-10-13,Sunday,42,October,Oct,10,4,2013
20131014,2013-10-14,Monday,42,October,Oct,10,4,2013
20131015,2013-10-15,Tuesday,42,October,Oct,10,4,2013
20131016,2013-10-16,Wednesday,42,October,Oct,10,4,2013
20131017,2013-10-17,Thursday,42,October,Oct,10,4,2013
20131018,2013-10-18,Friday,42,October,Oct,10,4,2013
20131019,2013-10-19,Saturday,42,October,Oct,10,4,2013
20131020,2013-10-20,Sunday,43,October,Oct,10,4,2013
20131021,2013-10-21,Monday,43,October,Oct,10,4,2013
20131022,2013-10-22,Tuesday,43,October,Oct,10,4,2013
20131023,2013-10-23,Wednesday,43,October,Oct,10,4,2013
20131024,2013-10-24,Thursday,43,October,Oct,10,4,2013
20131025,2013-10-25,Friday,43,October,Oct,10,4,2013
20131026,2013-10-26,Saturday,43,October,Oct,10,4,2013
20131027,2013-10-27,Sunday,44,October,Oct,10,4,2013
20131028,2013-10-28,Monday,44,October,Oct,10,4,2013
20131029,2013-10-29,Tuesday,44,October,Oct,10,4,2013
20131030,2013-10-30,Wednesday,44,October,Oct,10,4,2013
20131031,2013-10-31,Thursday,44,October,Oct,10,4,2013
20131101,2013-11-01,Friday,44,November,Nov,11,4,2013
20131102,2013-11-02,Saturday,44,November,Nov,11,4,2013
20131103,2013-11-03,Sunday,45,November,Nov,11,4,2013
20131104,2013-11-04,Monday,45,November,Nov,11,4,2013
20131105,2013-11-05,Tuesday,45,November,Nov,11,4,2013
20131106,2013-11-06,Wednesday,45,November,Nov,11,4,2013
20131107,2013-11-07,Thursday,45,November,Nov,11,4,2013
20131108,2013-11-08,Friday,45,November,Nov,11,4,2013
20131109,2013-11-09,Saturday,45,November,Nov,11,4,2013
20131110,2013-11-10,Sunday,46,November,Nov,11,4,2013
20131111,2013-11-11,Monday,46,November,Nov,11,4,2013
20131112,2013-11-12,Tuesday,46,November,Nov,11,4,2013
20131113,2013-11-13,Wednesday,46,November,Nov,11,4,2013
20131114,2013-11-14,Thursday,46,November,Nov,11,4,2013
20131115,2013-11-15,Friday,46,November,Nov,11,4,2013
20131116,2013-11-16,Saturday,46,November,Nov,11,4,2013
20131117,2013-11-17,Sunday,47,November,Nov,11,4,2013
20131118,2013-11-18,Monday,47,November,Nov,11,4,2013
20131119,2013-11-19,Tuesday,47,November,Nov,11,4,2013
20131120,2013-11-20,Wednesday,47,November,Nov,11,4,2013
20131121,2013-11-21,Thursday,47,November,Nov,11,4,2013
20131122,2013-11-22,Friday,47,November,Nov,11,4,2013
20131123,2013-11-23,Saturday,47,November,Nov,11,4,2013
20131124,2013-11-24,Sunday,48,November,Nov,11,4,2013
20131125,2013-11-25,Monday,48,November,Nov,11,4,2013
20131126,2013-11-26,Tuesday,48,November,Nov,11,4,2013
20131127,2013-11-27,Wednesday,48,November,Nov,11,4,2013
20131128,2013-11-28,Thursday,48,November,Nov,11,4,2013
20131129,2013-11-29,Friday,48,November,Nov,11,4,2013
20131130,2013-11-30,Saturday,48,November,Nov,11,4,2013
20131201,2013-12-01,Sunday,49,December,Dec,12,4,2013
20131202,2013-12-02,Monday,49,December,Dec,12,4,2013
20131203,2013-12-03,Tuesday,49,December,Dec,12,4,2013
20131204,2013-12-04,Wednesday,49,December,Dec,12,4,2013
20131205,2013-12-05,Thursday,49,December,Dec,12,4,2013
20131206,2013-12-06,Friday,49,December,Dec,12,4,2013
20131207,2013-12-07,Saturday,49,December,Dec,12,4,2013
20131208,2013-12-08,Sunday,50,December,Dec,12,4,2013
20131209,2013-12-09,Monday,50,December,Dec,12,4,2013
20131210,2013-12-10,Tuesday,50,December,Dec,12,4,2013
20131211,2013-12-11,Wednesday,50,December,Dec,12,4,2013
20131212,2013-12-12,Thursday,50,December,Dec,12,4,2013
20131213,2013-12-13,Friday,50,December,Dec,12,4,2013
20131214,2013-12-14,Saturday,50,December,Dec,12,4,2013
20131215,2013-12-15,Sunday,51,December,Dec,12,4,2013
20131216,2013-12-16,Monday,51,December,Dec,12,4,2013
20131217,2013-12-17,Tuesday,51,December,Dec,12,4,2013
20131218,2013-12-18,Wednesday,51,December,Dec,12,4,2013
20131219,2013-12-19,Thursday,51,December,Dec,12,4,2013
20131220,2013-12-20,Friday,51,December,Dec,12,4,2013
20131221,2013-12-21,Saturday,51,December,Dec,12,4,2013
20131222,2013-12-22,Sunday,52,December,Dec,12,4,2013
20131223,2013-12-23,Monday,52,December,Dec,12,4,2013
20131224,2013-12-24,Tuesday,52,December,Dec,12,4,2013
20131225,2013-12-25,Wednesday,52,December,Dec,12,4,2013
20131226,2013-12-26,Thursday,52,December,Dec,12,4,2013
20131227,2013-12-27,Friday,52,December,Dec,12,4,2013
20131228,2013-12-28,Saturday,52,December,Dec,12,4,2013
20131229,2013-12-29,Sunday,53,December,Dec,12,4,2013
20131230,2013-12-30,Monday,53,December,Dec,12,4,2013
20131231,2013-12-31,Tuesday,53,December,Dec,12,4,2013
20120101,2012-01-01,Sunday,1,January,Jan,1,1,2012
20120102,2012-01-02,Monday,1,January,Jan,1,1,2012
20120103,2012-01-03,Tuesday,1,January,Jan,1,1,2012
20120104,2012-01-04,Wednesday,1,January,Jan,1,1,2012
20120105,2012-01-05,Thursday,1,January,Jan,1,1,2012
20120106,2012-01-06,Friday,1,January,Jan,1,1,2012
20120107,2012-01-07,Saturday,1,January,Jan,1,1,2012
20120108,2012-01-08,Sunday,2,January,Jan,1,1,2012
20120109,2012-01-09,Monday,2,January,Jan,1,1,2012
20120110,2012-01-10,Tuesday,2,January,Jan,1,1,2012
20120111,2012-01-11,Wednesday,2,January,Jan,1,1,2012
20120112,2012-01-12,Thursday,2,January,Jan,1,1,2012
20120113,2012-01-13,Friday,2,January,Jan,1,1,2012
20120114,2012-01-14,Saturday,2,January,Jan,1,1,2012
20120115,2012-01-15,Sunday,3,January,Jan,1,1,2012
20120116,2012-01-16,Monday,3,January,Jan,1,1,2012
20120117,2012-01-17,Tuesday,3,January,Jan,1,1,2012
20120118,2012-01-18,Wednesday,3,January,Jan,1,1,2012
20120119,2012-01-19,Thursday,3,January,Jan,1,1,2012
20120120,2012-01-20,Friday,3,January,Jan,1,1,2012
20120121,2012-01-21,Saturday,3,January,Jan,1,1,2012
20120122,2012-01-22,Sunday,4,January,Jan,1,1,2012
20120123,2012-01-23,Monday,4,January,Jan,1,1,2012
20120124,2012-01-24,Tuesday,4,January,Jan,1,1,2012
20120125,2012-01-25,Wednesday,4,January,Jan,1,1,2012
20120126,2012-01-26,Thursday,4,January,Jan,1,1,2012
20120127,2012-01-27,Friday,4,January,Jan,1,1,2012
20120128,2012-01-28,Saturday,4,January,Jan,1,1,2012
20120129,2012-01-29,Sunday,5,January,Jan,1,1,2012
20120130,2012-01-30,Monday,5,January,Jan,1,1,2012
20120131,2012-01-31,Tuesday,5,January,Jan,1,1,2012
20120201,2012-02-01,Wednesday,5,February,Feb,2,1,2012
20120202,2012-02-02,Thursday,5,February,Feb,2,1,2012
20120203,2012-02-03,Friday,5,February,Feb,2,1,2012
20120204,2012-02-04,Saturday,5,February,Feb,2,1,2012
20120205,2012-02-05,Sunday,6,February,Feb,2,1,2012
20120206,2012-02-06,Monday,6,February,Feb,2,1,2012
20120207,2012-02-07,Tuesday,6,February,Feb,2,1,2012
20120208,2012-02-08,Wednesday,6,February,Feb,2,1,2012
20120209,2012-02-09,Thursday,6,February,Feb,2,1,2012
20120210,2012-02-10,Friday,6,February,Feb,2,1,2012
20120211,2012-02-11,Saturday,6,February,Feb,2,1,2012
20120212,2012-02-12,Sunday,7,February,Feb,2,1,2012
20120213,2012-02-13,Monday,7,February,Feb,2,1,2012
20120214,2012-02-14,Tuesday,7,February,Feb,2,1,2012
20120215,2012-02-15,Wednesday,7,February,Feb,2,1,2012
20120216,2012-02-16,Thursday,7,February,Feb,2,1,2012
20120217,2012-02-17,Friday,7,February,Feb,2,1,2012
20120218,2012-02-18,Saturday,7,February,Feb,2,1,2012
20120219,2012-02-19,Sunday,8,February,Feb,2,1,2012
20120220,2012-02-20,Monday,8,February,Feb,2,1,2012
20120221,2012-02-21,Tuesday,8,February,Feb,2,1,2012
20120222,2012-02-22,Wednesday,8,February,Feb,2,1,2012
20120223,2012-02-23,Thursday,8,February,Feb,2,1,2012
20120224,2012-02-24,Friday,8,February,Feb,2,1,2012
20120225,2012-02-25,Saturday,8,February,Feb,2,1,2012
20120226,2012-02-26,Sunday,9,February,Feb,2,1,2012
20120227,2012-02-27,Monday,9,February,Feb,2,1,2012
20120228,2012-02-28,Tuesday,9,February,Feb,2,1,2012
20120229,2012-02-29,Wednesday,9,February,Feb,2,1,2012
20120301,2012-03-01,Thursday,9,March,Mar,3,1,2012
20120302,2012-03-02,Friday,9,March,Mar,3,1,2012
20120303,2012-03-03,Saturday,9,March,Mar,3,1,2012
20120304,2012-03-04,Sunday,10,March,Mar,3,1,2012
20120305,2012-03-05,Monday,10,March,Mar,3,1,2012
20120306,2012-03-06,Tuesday,10,March,Mar,3,1,2012
20120307,2012-03-07,Wednesday,10,March,Mar,3,1,2012
20120308,2012-03-08,Thursday,10,March,Mar,3,1,2012
20120309,2012-03-09,Friday,10,March,Mar,3,1,2012
20120310,2012-03-10,Saturday,10,March,Mar,3,1,2012
20120311,2012-03-11,Sunday,11,March,Mar,3,1,2012
20120312,2012-03-12,Monday,11,March,Mar,3,1,2012
20120313,2012-03-13,Tuesday,11,March,Mar,3,1,2012
20120314,2012-03-14,Wednesday,11,March,Mar,3,1,2012
20120315,2012-03-15,Thursday,11,March,Mar,3,1,2012
20120316,2012-03-16,Friday,11,March,Mar,3,1,2012
20120317,2012-03-17,Saturday,11,March,Mar,3,1,2012
20120318,2012-03-18,Sunday,12,March,Mar,3,1,2012
20120319,2012-03-19,Monday,12,March,Mar,3,1,2012
20120320,2012-03-20,Tuesday,12,March,Mar,3,1,2012
20120321,2012-03-21,Wednesday,12,March,Mar,3,1,2012
20120322,2012-03-22,Thursday,12,March,Mar,3,1,2012
20120323,2012-03-23,Friday,12,March,Mar,3,1,2012
20120324,2012-03-24,Saturday,12,March,Mar,3,1,2012
20120325,2012-03-25,Sunday,13,March,Mar,3,1,2012
20120326,2012-03-26,Monday,13,March,Mar,3,1,2012
20120327,2012-03-27,Tuesday,13,March,Mar,3,1,2012
20120328,2012-03-28,Wednesday,13,March,Mar,3,1,2012
20120329,2012-03-29,Thursday,13,March,Mar,3,1,2012
20120330,2012-03-30,Friday,13,March,Mar,3,1,2012
20120331,2012-03-31,Saturday,13,March,Mar,3,1,2012
20120401,2012-04-01,Sunday,14,April,Apr,4,2,2012
20120402,2012-04-02,Monday,14,April,Apr,4,2,2012
20120403,2012-04-03,Tuesday,14,April,Apr,4,2,2012
20120404,2012-04-04,Wednesday,14,April,Apr,4,2,2012
20120405,2012-04-05,Thursday,14,April,Apr,4,2,2012
20120406,2012-04-06,Friday,14,April,Apr,4,2,2012
20120407,2012-04-07,Saturday,14,April,Apr,4,2,2012
20120408,2012-04-08,Sunday,15,April,Apr,4,2,2012
20120409,2012-04-09,Monday,15,April,Apr,4,2,2012
20120410,2012-04-10,Tuesday,15,April,Apr,4,2,2012
20120411,2012-04-11,Wednesday,15,April,Apr,4,2,2012
20120412,2012-04-12,Thursday,15,April,Apr,4,2,2012
20120413,2012-04-13,Friday,15,April,Apr,4,2,2012
20120414,2012-04-14,Saturday,15,April,Apr,4,2,2012
20120415,2012-04-15,Sunday,16,April,Apr,4,2,2012
20120416,2012-04-16,Monday,16,April,Apr,4,2,2012
20120417,2012-04-17,Tuesday,16,April,Apr,4,2,2012
20120418,2012-04-18,Wednesday,16,April,Apr,4,2,2012
20120419,2012-04-19,Thursday,16,April,Apr,4,2,2012
20120420,2012-04-20,Friday,16,April,Apr,4,2,2012
20120421,2012-04-21,Saturday,16,April,Apr,4,2,2012
20120422,2012-04-22,Sunday,17,April,Apr,4,2,2012
20120423,2012-04-23,Monday,17,April,Apr,4,2,2012
20120424,2012-04-24,Tuesday,17,April,Apr,4,2,2012
20120425,2012-04-25,Wednesday,17,April,Apr,4,2,2012
20120426,2012-04-26,Thursday,17,April,Apr,4,2,2012
20120427,2012-04-27,Friday,17,April,Apr,4,2,2012
20120428,2012-04-28,Saturday,17,April,Apr,4,2,2012
20120429,2012-04-29,Sunday,18,April,Apr,4,2,2012
20120430,2012-04-30,Monday,18,April,Apr,4,2,2012
20120501,2012-05-01,Tuesday,18,May,May,5,2,2012
20120502,2012-05-02,Wednesday,18,May,May,5,2,2012
20120503,2012-05-03,Thursday,18,May,May,5,2,2012
20120504,2012-05-04,Friday,18,May,May,5,2,2012
20120505,2012-05-05,Saturday,18,May,May,5,2,2012
20120506,2012-05-06,Sunday,19,May,May,5,2,2012
20120507,2012-05-07,Monday,19,May,May,5,2,2012
20120508,2012-05-08,Tuesday,19,May,May,5,2,2012
20120509,2012-05-09,Wednesday,19,May,May,5,2,2012
20120510,2012-05-10,Thursday,19,May,May,5,2,2012
20120511,2012-05-11,Friday,19,May,May,5,2,2012
20120512,2012-05-12,Saturday,19,May,May,5,2,2012
20120513,2012-05-13,Sunday,20,May,May,5,2,2012
20120514,2012-05-14,Monday,20,May,May,5,2,2012
20120515,2012-05-15,Tuesday,20,May,May,5,2,2012
20120516,2012-05-16,Wednesday,20,May,May,5,2,2012
20120517,2012-05-17,Thursday,20,May,May,5,2,2012
20120518,2012-05-18,Friday,20,May,May,5,2,2012
20120519,2012-05-19,Saturday,20,May,May,5,2,2012
20120520,2012-05-20,Sunday,21,May,May,5,2,2012
20120521,2012-05-21,Monday,21,May,May,5,2,2012
20120522,2012-05-22,Tuesday,21,May,May,5,2,2012
20120523,2012-05-23,Wednesday,21,May,May,5,2,2012
20120524,2012-05-24,Thursday,21,May,May,5,2,2012
20120525,2012-05-25,Friday,21,May,May,5,2,2012
20120526,2012-05-26,Saturday,21,May,May,5,2,2012
20120527,2012-05-27,Sunday,22,May,May,5,2,2012
20120528,2012-05-28,Monday,22,May,May,5,2,2012
20120529,2012-05-29,Tuesday,22,May,May,5,2,2012
20120530,2012-05-30,Wednesday,22,May,May,5,2,2012
20120531,2012-05-31,Thursday,22,May,May,5,2,2012
20120601,2012-06-01,Friday,22,June,Jun,6,2,2012
20120602,2012-06-02,Saturday,22,June,Jun,6,2,2012
20120603,2012-06-03,Sunday,23,June,Jun,6,2,2012
20120604,2012-06-04,Monday,23,June,Jun,6,2,2012
20120605,2012-06-05,Tuesday,23,June,Jun,6,2,2012
20120606,2012-06-06,Wednesday,23,June,Jun,6,2,2012
20120607,2012-06-07,Thursday,23,June,Jun,6,2,2012
20120608,2012-06-08,Friday,23,June,Jun,6,2,2012
20120609,2012-06-09,Saturday,23,June,Jun,6,2,2012
20120610,2012-06-10,Sunday,24,June,Jun,6,2,2012
20120611,2012-06-11,Monday,24,June,Jun,6,2,2012
20120612,2012-06-12,Tuesday,24,June,Jun,6,2,2012
20120613,2012-06-13,Wednesday,24,June,Jun,6,2,2012
20120614,2012-06-14,Thursday,24,June,Jun,6,2,2012
20120615,2012-06-15,Friday,24,June,Jun,6,2,2012
20120616,2012-06-16,Saturday,24,June,Jun,6,2,2012
20120617,2012-06-17,Sunday,25,June,Jun,6,2,2012
20120618,2012-06-18,Monday,25,June,Jun,6,2,2012
20120619,2012-06-19,Tuesday,25,June,Jun,6,2,2012
20120620,2012-06-20,Wednesday,25,June,Jun,6,2,2012
20120621,2012-06-21,Thursday,25,June,Jun,6,2,2012
20120622,2012-06-22,Friday,25,June,Jun,6,2,2012
